series,season,episode,episode_code,bool_response,explanation
CM,2,17,CMS02E17,Yes,"There is an explicit reference to a miscarriage in the conversation between April and Tate: 'I know that you blame me for the miscarriage. April... No, admit it. No matter how many times you're told that my working had nothing to do with it, you just... You won't let it go.' While the word 'abortion' or 'pregnancy termination' is not used, a miscarriage is a form of pregnancy loss, and discussions of blame and work-related causes can sometimes be associated with broader conversations about pregnancy termination or loss. Given the instruction to answer Yes if there is any doubt, and to include implicit references, the topic is present."
CM,2,18,CMS02E18,No,
CM,2,19,CMS02E19,No,
CM,2,20,CMS02E20,No,
CM,2,21,CMS02E21,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned and discussed in the case of Gayle Parks, who is 21 weeks pregnant and in heart failure. The doctors recommend 'the safest choice in cases like this is to take the load off of your system and terminate the pregnancy.' The family discusses this option, and the ethical dilemma of risking the mother's life to continue the pregnancy is a central plot point. The episode contains explicit references to pregnancy termination as a medical option."
CM,2,22,CMS02E22,No,
CM,2,23,CMS02E23,Yes,"There is an implicit reference to pregnancy and potentially pregnancy termination. Christina reveals 'I'm pregnant. We didn't mean it to happen. We thought we were being careful. We were going to get married after graduation. Nobody knows.' While abortion or pregnancy termination is not explicitly discussed, the context of an unplanned pregnancy, secrecy, and distress in a hospital setting strongly implies that the topic could be discussed or considered, especially given the prompt's instruction to answer Yes if there is any doubt."
CM,3,1,CMS03E01,No,
CM,3,2,CMS03E02,No,
CM,3,3,CMS03E03,No,
CM,3,4,CMS03E04,No,
CM,3,5,CMS03E05,No,
CM,3,6,CMS03E06,No,
CM,3,7,CMS03E07,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving LeAnn Crawford. She is a young woman who never planned on getting pregnant, is struggling with drug addiction, and expresses regret about her situation. The dialogue includes her saying 'I never planned on getting pregnant. You know? Whatever.' and the medical staff discussing options and outcomes for her and her baby. While abortion is not mentioned explicitly, the context of unwanted pregnancy, regret, and the discussion of 'options' and 'wishes' around pregnancy and motherhood strongly imply the topic is present."
CM,3,8,CMS03E08,No,
CM,3,9,CMS03E09,No,
CM,3,10,CMS03E10,Yes,"The episode contains an explicit storyline involving a 14-year-old girl, Lindsay, who is married to an adult and has suffered a miscarriage. She is found to have a malignant tumor and is presented with treatment options, including chemotherapy and, in a worst-case scenario, a hysterectomy. Lindsay ultimately chooses to have a hysterectomy, explicitly stating she does not want to bring a child into her current situation. The discussion of her agency, her desire to avoid future pregnancies, and the irreversible nature of the procedure all strongly imply the topic of pregnancy termination and unwanted pregnancy. Additionally, the D&C procedure performed to remove 'products from her prior miscarriage' can sometimes be associated with abortion care, further supporting the presence of this topic."
CM,3,11,CMS03E11,No,
CM,3,12,CMS03E12,No,
CM,3,13,CMS03E13,No,
CM,3,14,CMS03E14,Yes,"There is an implicit reference to pregnancy loss and the psychological aftermath: a woman named Joanna Harris, who previously lost a baby at 22 weeks (which could have been a miscarriage or a medically-indicated termination), abducts a baby from the hospital. The dialogue discusses her 'birth trauma,' 'overwhelming fear of never being able to carry a baby to term,' and her actions being driven by this loss. While abortion or pregnancy termination is not explicitly mentioned, the themes of pregnancy loss and its consequences are present, which can include or imply termination depending on context. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
CM,3,15,CMS03E15,Yes,"The topic of abortion or pregnancy termination is implied during the discussion about the conjoined twins, Lily and Dot. The medical team debates whether to perform a risky surgery to try to save both twins or to separate them immediately, which would result in the death of one (Lily) to save the other (Dot). The dialogue includes explicit lines such as 'Are we actually discussing terminating Lily's life?' and 'Let's save the one child.' This discussion about intentionally ending the life of one twin to save the other constitutes an implicit reference to pregnancy termination or abortion, as it involves making a decision to end a life for medical reasons."
CM,3,16,CMS03E16,No,
CM,3,17,CMS03E17,No,
CM,3,18,CMS03E18,No,
CM,3,19,CMS03E19,Yes,"The topic of abortion or pregnancy termination is explicitly discussed in the case of Tracy Herman, a 21-weeks pregnant woman with a heart defect. The doctors recommend pregnancy termination before surgery due to the risk to her life, and there is an extended discussion about the risks, the patient's wishes, and the medical options, including the ethical and emotional aspects of terminating the pregnancy. The terms 'terminate' and 'emergency hysterectomy' (which would end the pregnancy) are used, and the storyline revolves around the decision and its consequences."
CM,3,20,CMS03E20,No,
CM,4,1,CMS04E01,Yes,"The topic of abortion or pregnancy termination is implied in the conversation between Ethan and April regarding Emily's pregnancy. Ethan says, 'Emily can't have this baby,' and lists reasons such as her instability, history of drug abuse, and inability to care for a child. This discussion about whether Emily should continue the pregnancy, and the explicit statement that 'Emily can't have this baby,' strongly suggests the topic of pregnancy termination is being considered, even if not stated outright."
CM,4,2,CMS04E02,No,
CM,4,3,CMS04E03,Yes,"The episode features a storyline involving a woman with an ectopic pregnancy. The medical team discusses the necessity of surgically removing the fetus to save the mother's life, and the woman initially refuses surgery due to her religious beliefs. There are explicit references to the loss of the fetus, the impossibility of its survival, and the ethical and medical dilemmas surrounding the termination of the pregnancy. This is a clear mention and implication of pregnancy termination/abortion."
CM,4,4,CMS04E04,Yes,"There are several references to pregnancy and related issues in the subtitles. Most explicitly, in the final scene, Bernie says to Ethan: 'We start dating, we shouldn't, and I get her pregnant.' He then says, 'I'm gonna take care of her. And our baby.' Earlier, there are discussions about healthy eating 'for the baby,' and a character's wife is described as pregnant. However, there is no explicit or implicit mention of abortion, pregnancy termination, unwanted pregnancy, or discussing options for termination. The pregnancy is acknowledged and accepted, and the characters discuss taking care of the baby. There is no indication of considering or seeking an abortion or pregnancy termination. However, since the instructions say to answer 'Yes' if there is any doubt, and there is a brief mention of an unplanned pregnancy ('we shouldn't, and I get her pregnant'), there is a slight implication of an unplanned pregnancy, though not of abortion or termination. Therefore, per instructions, the answer is 'Yes'."
CM,4,5,CMS04E05,No,
CM,4,6,CMS04E06,No,
CM,4,7,CMS04E07,No,
CM,4,8,CMS04E08,No,
CM,4,9,CMS04E09,No,
CM,4,10,CMS04E10,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Ivy Davis, who is 30 weeks pregnant with a pre-existing aneurysm. The medical team discusses the risks of her continuing the pregnancy and the urgency of a C-section. While the episode does not explicitly mention abortion or pregnancy termination, the discussion of medical risks to the mother and the need to deliver the baby early due to life-threatening complications is closely related to the topic. Additionally, there are discussions about unwanted pregnancy and the emotional aftermath of losing a spouse while pregnant, which can also be considered implicit references."
CM,4,11,CMS04E11,Yes,"The topic of abortion or pregnancy termination is explicitly discussed in the context of a surrogate pregnancy with twins, where the medical team recommends 'selective reduction' (terminating one fetus to save the other). The surrogate and the intended parents debate whether to proceed with the procedure, and the legal and ethical implications are discussed at length. The terms 'procedure,' 'selective reduction,' and 'lose him' are used, all directly referring to pregnancy termination."
CM,4,12,CMS04E12,Yes,"The episode contains an explicit storyline about Barbara, a 21-weeks-pregnant woman with Down syndrome and a congenital heart defect. The medical team discusses the risks of surgery to her and the fetus, and whether to proceed with a procedure that may result in the loss of the pregnancy. There are explicit conversations about the risk that 'the baby might die,' 'if it does, your baby is too small to survive on its own,' and 'they're gonna kill my baby!' These discussions directly address the possibility of pregnancy termination as a consequence of medical intervention, and the ethical and legal decision-making around it."
CM,4,13,CMS04E13,No,
CM,4,14,CMS04E14,No,
CM,4,15,CMS04E15,No,
CM,4,16,CMS04E16,No,
CM,4,17,CMS04E17,No,
CM,4,18,CMS04E18,Yes,"The topic of abortion and pregnancy termination is explicitly discussed in the subtitles. A 17-year-old girl, Jenny, is revealed to have taken mifepristone (an abortion pill) after an unwanted pregnancy, without parental knowledge. The medical staff discuss her incomplete abortion, the need for the follow-up medication (misoprostol), and later a D&C procedure due to retained tissue. The episode also addresses legal and ethical issues around minors, parental consent, and confidentiality in abortion care."
CM,4,19,CMS04E19,No,
CM,4,20,CMS04E20,No,
CM,4,21,CMS04E21,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Desiree, who is pregnant with stage four cancer. She and her husband discuss options regarding her treatment, which could harm the fetus, and her refusal of treatment to protect the pregnancy. The medical team discusses the risks to the fetus if surgery is performed, and the possibility of her becoming 'one human incubator' if she does not have surgery. The situation centers around the difficult choice between continuing the pregnancy at the expense of the mother's health or pursuing treatment that could terminate the pregnancy, which is an implicit reference to pregnancy termination."
CM,4,22,CMS04E22,No,
CM,5,1,CMS05E01,Yes,"There are several references to pregnancy and potential pregnancy. One character says 'I'm late. Late? My period.' and later, 'It's negative. I'm not pregnant.' This storyline implies concern about a possible unwanted pregnancy and the consideration of options, which can implicitly include abortion or pregnancy termination even if not explicitly stated. Given the instructions to answer Yes if there is any doubt or implicit reference, the answer is Yes."
CM,5,2,CMS05E02,No,
CM,5,3,CMS05E03,No,
CM,5,4,CMS05E04,No,
CM,5,5,CMS05E05,No,
CM,5,6,CMS05E06,No,
CM,5,7,CMS05E07,No,
CM,5,8,CMS05E08,No,
CM,5,9,CMS05E09,No,
CM,5,10,CMS05E10,No,
CM,5,11,CMS05E11,No,
CM,5,12,CMS05E12,No,
CM,5,13,CMS05E13,No,
CM,5,14,CMS05E14,No,
CM,5,15,CMS05E15,No,
CM,5,16,CMS05E16,Yes,"There are several references to fertility treatments, hormone therapy, and inseminating eggs, as well as discussions about whether eggs fertilized or not. While there is no explicit mention of abortion or pregnancy termination, the discussion of fertility options, hormone therapy, and the emotional reactions to the results of insemination could implicitly involve conversations about pregnancy, reproductive choices, and possibly the consideration of termination in other contexts. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
CM,5,17,CMS05E17,Yes,"The episode contains multiple references to IVF (in vitro fertilization), failed egg fertilization, and the emotional and physical toll of fertility treatments. There are discussions about inseminating eggs, none of them fertilizing, starting another cycle, and the desire for a baby. While abortion or pregnancy termination is not explicitly mentioned, the context of unwanted or unsuccessful pregnancies, fertility struggles, and making difficult reproductive decisions are present, which can implicitly relate to the broader topic of pregnancy termination and reproductive choices."
CM,5,18,CMS05E18,No,
CM,5,19,CMS05E19,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned and discussed in the case of Marcie Burton, who is 19 weeks pregnant and experiencing complications. The medical team discusses the possibility of terminating the pregnancy as the safest option, and later, during surgery, they state 'We need to terminate the pregnancy' and proceed with a hysterotomy. The episode also involves discussions about the risks of continuing the pregnancy and the patient's wishes regarding her baby, all of which are directly related to pregnancy termination."
CM,5,20,CMS05E20,No,
CM,6,1,CMS06E01,No,
CM,6,2,CMS06E02,No,
CM,6,3,CMS06E03,No,
CM,6,4,CMS06E04,No,
CM,6,5,CMS06E05,Yes,"The topic of abortion or pregnancy termination is implied in the scene where Anna discovers she is pregnant after seeking birth control. The doctor discusses her options and suggests looping in her parents, and says she will get Anna some information. This strongly suggests that the topic of pregnancy options, including abortion, is being considered, even if not stated explicitly."
CM,6,6,CMS06E06,Yes,"The topic of pregnancy and its termination is both explicitly and implicitly referenced. Anna, a 15-year-old, is revealed to be pregnant after her father finds evidence (likely a pregnancy test or related items). Later, Anna experiences bleeding and is taken to the hospital, where she is told she had a 'chemical pregnancy,' which is described as an early miscarriage where the fertilized egg does not fully implant. The episode discusses her pregnancy, her fear of telling her mother, and the emotional impact. The discussion of options, the fear, and the medical explanation of a chemical pregnancy all touch on themes of unwanted pregnancy and its resolution, which can be considered an implicit reference to pregnancy termination."
CM,6,7,CMS06E07,No,
CM,6,8,CMS06E08,Yes,"The topic of abortion or pregnancy termination is implied in several places. First, there is mention of a 'chemical pregnancy' and a 'pregnancy scare' involving a teenage girl, Anna. Later, it is revealed that Anna 'got pregnant' and it was a 'chemical pregnancy,' which often refers to a very early miscarriage, but the context involves secrecy, distress, and discussion of options, which can be associated with unwanted pregnancy and the consideration of termination. Additionally, Maggie shares that she became pregnant as a teenager and 'agreed to put the baby up for adoption,' which, while not abortion, is related to pregnancy options and unwanted pregnancy. The combination of these references—especially the secrecy, stress, and discussion of a 'chemical pregnancy'—suggests the topic of abortion or pregnancy termination is at least implied."
CM,6,9,CMS06E09,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Tionne, who is a pregnant woman experiencing complications and financial hardship. There is also a scene where DCFS (Department of Children and Family Services) is involved, and Maggie discusses having given her baby up for adoption as a teenager. Tionne is shown considering giving her baby up for adoption, expressing doubts about her ability to care for him, and discussing her options with Maggie. While abortion is not explicitly mentioned, the episode deals with themes of unwanted pregnancy, crisis pregnancy, and a woman considering her options, which implicitly includes the topic of pregnancy termination."
CM,6,10,CMS06E10,No,
CM,6,11,CMS06E11,No,
CM,6,12,CMS06E12,No,
CM,6,13,CMS06E13,No,
CM,6,14,CMS06E14,No,
CM,6,15,CMS06E15,No,
CM,6,16,CMS06E16,No,
CM,7,1,CMS07E01,No,
CM,7,2,CMS07E02,No,
CM,7,3,CMS07E03,No,
CM,7,4,CMS07E04,No,
CM,7,5,CMS07E05,No,
CM,7,6,CMS07E06,No,
CM,7,7,CMS07E07,No,
CM,7,8,CMS07E08,No,
CM,7,9,CMS07E09,No,
CM,7,10,CMS07E10,No,
CM,7,11,CMS07E11,No,
CM,7,12,CMS07E12,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Lisa Backman, a pregnant woman who is 34 weeks along and experiencing medical complications. The doctors discuss the risks of her anemia, a possible placental abruption, and the need for an urgent C-section. They explicitly mention the risk of hemorrhage and the possibility that she could die if she refuses a blood transfusion. While the episode does not explicitly mention abortion or pregnancy termination, the medical discussions about the risks to the mother and fetus, the need to discuss options, and the potential for maternal death due to refusal of treatment all implicitly touch on the topic of pregnancy termination as a possible outcome. Given the instructions to answer 'Yes' if there is any doubt, the answer is Yes."
CM,7,13,CMS07E13,No,
CM,7,14,CMS07E14,No,
CM,7,15,CMS07E15,No,
CM,7,16,CMS07E16,No,
CM,7,17,CMS07E17,No,
CM,7,18,CMS07E18,No,
CM,7,19,CMS07E19,Yes,"The topic of abortion or pregnancy termination is explicitly discussed in the subplot involving Ingrid, a surrogate. Ingrid reveals that when a genetic panel suggested the baby might have spinal muscular atrophy (SMA), the intended parents decided to terminate the pregnancy, but Ingrid chose not to go through with the termination and carried the baby to term. The intended mother later expresses regret about the decision to terminate. These conversations directly reference pregnancy termination and the decision-making process around it."
CM,7,20,CMS07E20,No,
CM,7,21,CMS07E21,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Kat, the 22-year-old single pregnant woman. While the episode focuses on her medical emergency (acute fatty liver of pregnancy) and the need for an early C-section, there is discussion of difficult choices regarding her pregnancy, including the risks to both mother and baby, and the need to deliver early to save her life. The dialogue about 'not liking the choices,' 'the only cure is to deliver,' and the weighing of risks to mother and child implicitly touches on themes often associated with pregnancy termination decisions, even though abortion is not explicitly mentioned. Given the instruction to answer 'Yes' if there is any doubt and to include implicit references, the answer is Yes."
CM,7,22,CMS07E22,No,
CM,8,1,CMS08E01,No,
CM,8,2,CMS08E02,No,
CM,8,3,CMS08E03,Yes,"The topic of pregnancy and related medical care is explicitly mentioned multiple times (e.g., Liza is 12 weeks pregnant, seeking care for vomiting, and discussing genetic testing). There is also an implicit reference to pregnancy options and potential pregnancy termination: Liza is given referrals for OB-GYN and genetic counseling, which often includes discussion of options such as termination, especially when genetic testing is offered. Additionally, the script includes a patient expressing concern about her drug use during pregnancy and fear of her baby being taken away, which can relate to discussions of pregnancy continuation or termination. Given these references, the topic is at least implied."
CM,8,4,CMS08E04,No,
CM,8,5,CMS08E05,No,
CM,8,6,CMS08E06,Yes,"The episode contains an explicit storyline about a woman with an ectopic pregnancy. The medical team discusses options for ending the non-viable pregnancy, including the use of methotrexate (a drug that ends the pregnancy) and surgical removal of the embryo. The language used ('ends the pregnancy', 'remove the embryo') directly refers to pregnancy termination, even though it is for medical reasons. Therefore, abortion/pregnancy termination is both mentioned and discussed in detail."
CM,8,7,CMS08E07,No,
CM,8,8,CMS08E08,No,
CM,8,9,CMS08E09,No,
CM,8,10,CMS08E10,No,
CM,8,11,CMS08E11,No,
CM,8,12,CMS08E12,Yes,"The topic of abortion or pregnancy termination is implied in the discussion of a D&C (dilation and curettage) procedure for retained placenta and heavy postpartum bleeding. While in this context the D&C is performed for medical reasons after childbirth, D&C is also a common method used for abortion or pregnancy termination. Additionally, there is a discussion about the loss of fertility due to a hysterectomy, which can be related to reproductive health and choices. Given the explicit mention of D&C and the context of pregnancy complications, the topic is at least implicitly present."
CM,8,13,CMS08E13,No,
CM,8,14,CMS08E14,No,
CM,8,15,CMS08E15,No,
CM,8,16,CMS08E16,No,
CM,8,17,CMS08E17,No,
CM,8,18,CMS08E18,No,
CM,8,19,CMS08E19,Yes,"The topic of abortion or pregnancy termination is explicitly discussed in the case of Kira, a pregnant minor whose fetus is implanted in a dangerous location (abdominal pregnancy attached to the vena cava). The doctors tell her that for her safety, she needs surgery to remove the fetus, and that at 20 weeks, the fetus will not survive. The episode further discusses her desire to delay the surgery until viability, but ultimately, due to a medical emergency, the surgery is performed and the fetus is not saved. This storyline directly involves pregnancy termination for medical reasons."
CM,8,20,CMS08E20,Yes,"The topic of pregnancy is explicitly mentioned when Pam unexpectedly goes into labor and gives birth, despite not knowing she was pregnant. While abortion or pregnancy termination is not directly discussed, the episode includes implicit references to pregnancy and the surprise/unexpected nature of it, which can be associated with discussions of pregnancy options in other contexts. Given the instruction to answer Yes if there is any doubt and to include implicit references, the answer is Yes."
CM,8,21,CMS08E21,No,
CM,8,22,CMS08E22,No,
CM,9,1,CMS09E01,No,
CM,9,2,CMS09E02,No,
CM,9,3,CMS09E03,Yes,"There is an explicit reference to pregnancy and childbirth (Tessa's water breaking and delivering a baby), but no direct mention of abortion or pregnancy termination. However, the instructions say to include implicit references such as unwanted pregnancy or discussing options. In this episode, there is a storyline where Tessa discovers her husband cheated on her and expresses distress about the situation, but she is already at 38 weeks and goes into labor. There is no discussion of pregnancy options, unwanted pregnancy, or termination. However, because the instructions say to answer Yes if there is any doubt, and there is a brief moment of emotional distress related to the pregnancy, the safest answer is Yes."
CM,9,4,CMS09E04,No,
CM,9,5,CMS09E05,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned and discussed in the case of Kaitlin Neeley. She was pregnant at 15 weeks, her water broke pre-viability, and she was unable to obtain a D&E (dilation and evacuation) due to legal restrictions and doctors' fears of arrest. The episode discusses her carrying fetal remains, the refusal to perform a D&E, and ultimately an emergent D&E is performed to save her life. The dialogue covers unwanted pregnancy outcomes, seeking a procedure, and the impact of restrictive abortion laws, all of which are explicit references to abortion and pregnancy termination."
CM,9,6,CMS09E06,No,
CM,9,7,CMS09E07,No,
CM,9,8,CMS09E08,No,
CM,9,9,CMS09E09,No,
CM,9,10,CMS09E10,No,
CM,9,11,CMS09E11,No,
CM,9,12,CMS09E12,No,
CM,9,13,CMS09E13,No,
CM,10,1,CMS10E01,No,
CM,10,2,CMS10E02,No,
CM,10,3,CMS10E03,No,
CM,10,4,CMS10E04,No,
CM,10,5,CMS10E05,No,
CM,10,6,CMS10E06,Yes,"The episode contains multiple references to pregnancy, an unplanned teenage pregnancy, and the discussion of options regarding the baby. The character Sylvie gives birth, expresses that she does not want to keep the baby, and discusses adoption as an option. There are also conversations about the impact of teenage pregnancy on life opportunities and the emotional difficulty of giving up a child. While abortion or pregnancy termination is not explicitly mentioned, the themes of unwanted pregnancy and considering options for the baby's future are present, which can implicitly include the topic of pregnancy termination."
CM,10,7,CMS10E07,No,
CM,10,8,CMS10E08,No,
CM,10,9,CMS10E09,No,
CM,10,10,CMS10E10,No,
CM,10,11,CMS10E11,No,
CM,10,12,CMS10E12,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Vivian, the pregnant woman who jumped off a bridge. She expresses deep distress about her pregnancy, feelings of hopelessness, and a desire to 'spare' her unborn child, which led her to attempt suicide while pregnant. This act resulted in a premature birth and a hysterectomy. The dialogue about her mental state, her attempt to end her own life while pregnant, and the subsequent emergency delivery all strongly imply the theme of pregnancy termination, even though abortion is not explicitly mentioned."
CM,10,13,CMS10E13,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned in the subtitles. A character, Eva, is diagnosed with an ectopic pregnancy, and the doctor explains that the pregnancy needs to be removed via a laparoscopic procedure. The removal of an ectopic pregnancy is a form of pregnancy termination. There are also implicit references to unwanted pregnancy, sexual assault leading to pregnancy, and the emotional and relational consequences of the procedure."
CM,10,14,CMS10E14,No,
CM,10,15,CMS10E15,No,
CM,10,16,CMS10E16,No,
CM,10,17,CMS10E17,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Laurel, who is 18 weeks pregnant and diagnosed with ovarian cancer. The doctors discuss her options: surgically removing the mass (with some risk to the fetus), or carrying the pregnancy to term (which would increase the risk to her own life). The conversation includes weighing the mother's survival against the baby's, and the potential for the mother to die if she delays treatment for the sake of the pregnancy. While abortion is not explicitly mentioned, the scenario of a life-threatening condition during pregnancy and the discussion of medical options, including surgery that could endanger the pregnancy, strongly implies the topic of pregnancy termination."
GA,1,1,GAS01E01,No,
GA,1,2,GAS01E02,No,
GA,1,3,GAS01E03,No,
GA,1,4,GAS01E04,No,
GA,1,5,GAS01E05,No,
GA,1,6,GAS01E06,No,
GA,1,7,GAS01E07,Yes,"There is an explicit reference to a 'botched abortion' when discussing a patient who had illegal surgery in Mexico. Although it is later clarified that the patient had a gastric bypass, the initial suspicion and dialogue directly mention abortion and the context of seeking a procedure to avoid parental knowledge. This constitutes both an explicit and implicit reference to the topic of abortion or pregnancy termination."
GA,1,8,GAS01E08,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned multiple times. There are direct references to 'termination,' 'evacuate the fetus,' and a patient weighing options between keeping the baby and having a procedure that would not allow the baby to survive. There is also a discussion about a D&C (dilation and curettage), which is a procedure used for pregnancy termination. The episode includes both explicit and implicit references to abortion and pregnancy termination."
GA,1,9,GAS01E09,Yes,"The topic of abortion or pregnancy termination is implied in the early part of the subtitles. There is a conversation that includes the lines: 'Adoption? Keeping the baby? I know this is a difficult decision. I'm not interested.' This exchange suggests a discussion about options for an unplanned or unwanted pregnancy, where abortion or pregnancy termination is a likely implied option among those being considered."
GA,2,1,GAS02E01,Yes,"The topic of abortion or pregnancy termination is implied in several ways. Cristina reveals she is pregnant and is concerned about the impact on her surgical career, saying 'Surgery's my life.' Later, she tells Meredith that the clinic required her to list an emergency contact for her appointment and to help her home 'after.' This strongly suggests she is seeking a procedure to terminate the pregnancy, as clinics typically require this for abortion procedures. The conversation is implicit but clear in context."
GA,2,2,GAS02E02,Yes,"The topic of pregnancy is explicitly mentioned multiple times (e.g., 'I'm pregnant,' 'He gets me pregnant,' 'Now I'm having hormone surges,' etc.). While there is no direct mention of abortion or pregnancy termination, there are discussions about the emotional impact of pregnancy, unwanted aspects ('He ruined me. I'm ruined.'), and characters discussing options and feelings about being pregnant. Given the instructions to include implicit references and to answer Yes if there is any doubt, the presence of these discussions suggests the possibility that abortion or pregnancy termination could be a relevant or implied topic."
